RUBRO;Centro Gestor;Nombre Centro Gestor;BP;Nombre del Proyecto;Programa;Nombre de la actividad;BPIN;SECTOR;PROGRAMA;PRODUCTO;PRODUCTO 1;VALIDADOR CUIPO;Fondo 1;Nombre de fondo;Clasificación del fondo;Pospre 1;Pospre 1;Dimensión;Nombre de Dimensión;Línea Estratégica;Nombre de Línea Estratégica;Programa;Nombre de Programa;Area Funcional;Nombre del Area Funcional;Origen;COMUNA;VIGENCIA;TIPO DE GASTO; PPTO INICIAL ; REDUCCIONES ; ADICIONES ; CONTRACREDITOS ; CREDITOS ; APLAZAMIENTO ; DESAPLAZAMIENTO ; PPTO. MODIFICADO ; TOTAL ACUMULADO CDP ; TOTAL ACUMULADO RPC ; TOTAL ACUMUL OBLIGAC ; PAGOS ; EJECUCION ; SALDOS CDP ; PPTO. DISPONIBLE 
411212100054020010003BP2600311110101032-320202008;4112;Secretaría de Gobierno;BP26003111;Implementación de iniciativas colaborativas para seguimiento a problemas específicos en Santiago de  Cali;BP260031111010103;Realizar campañas pedagógicas para para difundir el resultado del segimiento a pilares de transparencia.;2021760010224;45;4599;4599020;4599020;4599020;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010003;Iniciativas colaborativas para seguimiento a problemas específicos, realizadas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 35.904.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 35.904.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 35.904.000 
411212100054020010003BP2600311110101042-320202008;4112;Secretaría de Gobierno;BP26003111;Implementación de iniciativas colaborativas para seguimiento a problemas específicos en Santiago de  Cali;BP260031111010104;Realizar seguimiento a pactos y  agendas colaborativas para el relacionamiento con el gobierno departamental, nacional e internacional para promover la lucha contra la corrupción y la transparencia de las entidades locales y el sector privado.;2021760010224;45;4599;4599020;4599020;4599020;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010003;Iniciativas colaborativas para seguimiento a problemas específicos, realizadas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 7.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 7.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 7.000.000 
411212100054020010003BP2600311110101052-320202008;4112;Secretaría de Gobierno;BP26003111;Implementación de iniciativas colaborativas para seguimiento a problemas específicos en Santiago de  Cali;BP260031111010105;Realizar seguimiento a las iniciativas implementadas en la vigencia 2022 y 2023;2021760010224;45;4599;4599020;4599020;4599020;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010003;Iniciativas colaborativas para seguimiento a problemas específicos, realizadas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 7.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 7.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 7.000.000 
411212100054020010003BP2600311110201022-320202008;4112;Secretaría de Gobierno;BP26003111;Implementación de iniciativas colaborativas para seguimiento a problemas específicos en Santiago de  Cali;BP260031111020102;Implementar iniciativas de monitoreo y seguimiento colaborativo a política públicas, relaciones con otros niveles de la administración distritral y a problemáticas estratégicas priorizadas.;2021760010224;45;4599;4599020;4599020;4599020;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010003;Iniciativas colaborativas para seguimiento a problemas específicos, realizadas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 60.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 60.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 60.000.000 
411212100054020010003BP2600311110201032-320202008;4112;Secretaría de Gobierno;BP26003111;Implementación de iniciativas colaborativas para seguimiento a problemas específicos en Santiago de  Cali;BP260031111020103;Realizar difusión de monitereo y seguimiento;2021760010224;45;4599;4599020;4599020;4599020;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010003;Iniciativas colaborativas para seguimiento a problemas específicos, realizadas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 10.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 10.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 10.000.000 
411212100054020010003BP2600311110201042-320202008;4112;Secretaría de Gobierno;BP26003111;Implementación de iniciativas colaborativas para seguimiento a problemas específicos en Santiago de  Cali;BP260031111020104;Realizar la medición de índice de gobierno abierto;2021760010224;45;4599;4599020;4599020;4599020;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010003;Iniciativas colaborativas para seguimiento a problemas específicos, realizadas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 21.889.168 ; -   ; -   ; -   ; -   ; -   ; -   ; 21.889.168 ; -   ; -   ; -   ; -   ; -   ; -   ; 21.889.168 
411212100054020010003BP2600311110201062-320202008;4112;Secretaría de Gobierno;BP26003111;Implementación de iniciativas colaborativas para seguimiento a problemas específicos en Santiago de  Cali;BP260031111020106;Realizar la evaluación de la implementación de las obligaciones contenidas en la Ley de Transparencia y Acceso a Información Pública.;2021760010224;45;4599;4599020;4599020;4599020;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010003;Iniciativas colaborativas para seguimiento a problemas específicos, realizadas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 43.124.832 ; -   ; -   ; -   ; -   ; -   ; -   ; 43.124.832 ; -   ; -   ; -   ; -   ; -   ; -   ; 43.124.832 
411212100054020010044BP2600310510101012-320202008;4112;Secretaría de Gobierno;BP26003105;Implementación Red de Observatorios de Santiago de  Cali;BP260031051010101;Realizar mesas de trabajo cocreativo de intercambio de saberes y conocimientos entre los observatorios;2021760010222;45;4502;4502030;4502030;4502030;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010044;Red de gestión de información y del conocimiento diseñado y operado;Organismo;SANTIAGO DE CALI;Actual;Inversión; 72.541.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 72.541.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 72.541.000 
411212100054020010044BP2600310510101022-320202008;4112;Secretaría de Gobierno;BP26003105;Implementación Red de Observatorios de Santiago de  Cali;BP260031051010102;Realizar eventos abiertos virtuales y presenciales de intercambio de saberes y conocimientos con actores institucionales y ciudadanos de gestion del Conocimiento;2021760010222;45;4502;4502030;4502030;4502030;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010044;Red de gestión de información y del conocimiento diseñado y operado;Organismo;SANTIAGO DE CALI;Actual;Inversión; 32.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 32.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 32.000.000 
411212100054020010044BP2600310510101032-320202008;4112;Secretaría de Gobierno;BP26003105;Implementación Red de Observatorios de Santiago de  Cali;BP260031051010103;Realizar evento de posicionamiento de la red de Observatorios;2021760010222;45;4502;4502030;4502030;4502030;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010044;Red de gestión de información y del conocimiento diseñado y operado;Organismo;SANTIAGO DE CALI;Actual;Inversión; 18.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 18.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 18.000.000 
411212100054020010044BP2600310510101042-320202008;4112;Secretaría de Gobierno;BP26003105;Implementación Red de Observatorios de Santiago de  Cali;BP260031051010104;Realizar foro regional de intercambio de Saberes;2021760010222;45;4502;4502030;4502030;4502030;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010044;Red de gestión de información y del conocimiento diseñado y operado;Organismo;SANTIAGO DE CALI;Actual;Inversión; 15.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 15.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 15.000.000 
411212100054020010044BP2600310510201022-320202008;4112;Secretaría de Gobierno;BP26003105;Implementación Red de Observatorios de Santiago de  Cali;BP260031051020102;Definir anual y semestralmente los productos investigativos y actividades a realizar;2021760010222;45;4502;4502030;4502030;4502030;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010044;Red de gestión de información y del conocimiento diseñado y operado;Organismo;SANTIAGO DE CALI;Actual;Inversión; 12.305.600 ; -   ; -   ; -   ; -   ; -   ; -   ; 12.305.600 ; -   ; -   ; -   ; -   ; -   ; -   ; 12.305.600 
411212100054020010044BP2600310510201032-320202008;4112;Secretaría de Gobierno;BP26003105;Implementación Red de Observatorios de Santiago de  Cali;BP260031051020103;Diseñar de estrategias metodológicas comunes para producir informaciones, saberes, concomientos e investigaciones;2021760010222;45;4502;4502030;4502030;4502030;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010044;Red de gestión de información y del conocimiento diseñado y operado;Organismo;SANTIAGO DE CALI;Actual;Inversión; 34.895.680 ; -   ; -   ; -   ; -   ; -   ; -   ; 34.895.680 ; -   ; -   ; -   ; -   ; -   ; -   ; 34.895.680 
411212100054020010044BP2600310510201042-320202008;4112;Secretaría de Gobierno;BP26003105;Implementación Red de Observatorios de Santiago de  Cali;BP260031051020104;Diseñar y elaborar de material de Comunicación;2021760010222;45;4502;4502030;4502030;4502030;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010044;Red de gestión de información y del conocimiento diseñado y operado;Organismo;SANTIAGO DE CALI;Actual;Inversión; 15.257.720 ; -   ; -   ; -   ; -   ; -   ; -   ; 15.257.720 ; -   ; -   ; -   ; -   ; -   ; -   ; 15.257.720 
411212100054020010044BP2600310510201052-320202008;4112;Secretaría de Gobierno;BP26003105;Implementación Red de Observatorios de Santiago de  Cali;BP260031051020105;Realizar de acciones territoriales de investigacion conjunta;2021760010222;45;4502;4502030;4502030;4502030;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010044;Red de gestión de información y del conocimiento diseñado y operado;Organismo;SANTIAGO DE CALI;Actual;Inversión; 30.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 30.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 30.000.000 
411212100054020010044BP2600310510201072-320202008;4112;Secretaría de Gobierno;BP26003105;Implementación Red de Observatorios de Santiago de  Cali;BP260031051020107;Realizar documento de sistematización de conformación de la red;2021760010222;45;4502;4502030;4502030;4502030;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010044;Red de gestión de información y del conocimiento diseñado y operado;Organismo;SANTIAGO DE CALI;Actual;Inversión; 30.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 30.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 30.000.000 
411212100054030010010BP2600310210201112-320202008;4112;Secretaría de Gobierno;BP26003102;Implementación de la escuela de buen gobierno en   Cali;BP260031021020111;Apoyar la formulación participativa e implementación de un plan articulado de buen gobierno con la participación decisiva de los ecosistemas de agentes institucionales involucrados.;2020760010853;45;4599;4599031;4599031;4599031;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5403;Ciudadanía Activa y Gobernanza;5403001;Ciudadanía Empoderada;54030010010;"Red de agentes institucionales con un plan específico para buen gobierno, abierto a la ciudadanía; operando";Organismo;SANTIAGO DE CALI;Actual;Inversión; 700.213.800 ; -   ; -   ; -   ; -   ; -   ; -   ; 700.213.800 ; -   ; -   ; -   ; -   ; -   ; -   ; 700.213.800 
411212100054030010010BP2600310210201162-320202008;4112;Secretaría de Gobierno;BP26003102;Implementación de la escuela de buen gobierno en   Cali;BP260031021020116;Apoyar la supervisión y seguimiento al proyecto.;2020760010853;45;4599;4599031;4599031;4599031;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5403;Ciudadanía Activa y Gobernanza;5403001;Ciudadanía Empoderada;54030010010;"Red de agentes institucionales con un plan específico para buen gobierno, abierto a la ciudadanía; operando";Organismo;SANTIAGO DE CALI;Actual;Inversión; 31.386.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 31.386.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 31.386.000 
411212100054030010010BP2600310210201172-320202008;4112;Secretaría de Gobierno;BP26003102;Implementación de la escuela de buen gobierno en   Cali;BP260031021020117;Implementar la red de agentes con un plan específico para buen gobierno, abierto a la ciudadanía;2020760010853;45;4599;4599031;4599031;4599031;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5403;Ciudadanía Activa y Gobernanza;5403001;Ciudadanía Empoderada;54030010010;"Red de agentes institucionales con un plan específico para buen gobierno, abierto a la ciudadanía; operando";Organismo;SANTIAGO DE CALI;Actual;Inversión; 66.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 66.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 66.000.000 
411212100054030010010BP2600310210201202-320202008;4112;Secretaría de Gobierno;BP26003102;Implementación de la escuela de buen gobierno en   Cali;BP260031021020120;Realizar procesos de divulgación y comunicación de las acciones, actividades y proyectos,   que visibilicen   la  gestión publica y colaborativa con las ciudadanías en función del buen vivir.;2020760010853;45;4599;4599031;4599031;4599031;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5403;Ciudadanía Activa y Gobernanza;5403001;Ciudadanía Empoderada;54030010010;"Red de agentes institucionales con un plan específico para buen gobierno, abierto a la ciudadanía; operando";Organismo;SANTIAGO DE CALI;Actual;Inversión; 202.400.200 ; -   ; -   ; -   ; -   ; -   ; -   ; 202.400.200 ; -   ; -   ; -   ; -   ; -   ; -   ; 202.400.200 
411212100054030010011BP2600301110101092-320202008;4112;Secretaría de Gobierno;BP26003011;Implementación de estrategia de comunicación institucional clara y transparente en Santiago de Cali;BP260030111010109;Realizar la planeación y  seguimiento a las actividades que permitan la recolección de información de las diferentes fuentes de la Administración Central Municipal y externas;2020760010124;45;4502;4502016;4502016;4502016;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5403;Ciudadanía Activa y Gobernanza;5403001;Ciudadanía Empoderada;54030010011;Estrategia de Comunicación clara y transparente, implementada;Organismo;SANTIAGO DE CALI;Actual;Inversión; 643.160.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 643.160.000 ; 311.974.500 ; 262.988.000 ; -   ; -   ; 262.988.000 ; 48.986.500 ; 331.185.500 
411212100054030010011BP2600301110101102-320202008;4112;Secretaría de Gobierno;BP26003011;Implementación de estrategia de comunicación institucional clara y transparente en Santiago de Cali;BP260030111010110;Recopilar, clasificar y analizar la información de las diferentes fuentes de la Administración Central Municipal y externas;2020760010124;45;4502;4502016;4502016;4502016;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5403;Ciudadanía Activa y Gobernanza;5403001;Ciudadanía Empoderada;54030010011;Estrategia de Comunicación clara y transparente, implementada;Organismo;SANTIAGO DE CALI;Actual;Inversión; 673.896.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 673.896.000 ; 343.496.000 ; 241.000.000 ; -   ; -   ; 241.000.000 ; 102.496.000 ; 330.400.000 
411212100054030010011BP2600301110101112-3201010030302;4112;Secretaría de Gobierno;BP26003011;Implementación de estrategia de comunicación institucional clara y transparente en Santiago de Cali;BP260030111010111;Adquirir elementos para la adecuada operación de contenidos informativos;2020760010124;45;4502;4502016;4502016;4502016;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-3201010030302;Maquinaria de informática y sus partes, piezas y accesorios;54;Cali, Gobierno Incluyente;5403;Ciudadanía Activa y Gobernanza;5403001;Ciudadanía Empoderada;54030010011;Estrategia de Comunicación clara y transparente, implementada;Organismo;SANTIAGO DE CALI;Actual;Inversión; 60.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 60.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 60.000.000 
