Centro Gestor;Nombre Centro Gestor;Area Funcional;Nombre Area Funcional;Propósito;Nombre Propósito;Reto;Nombre Reto;Programa;Nombre Programa;BPIN;BP;Nombre BP;Programa Presupuestal;Nombre Actividad; Pospre ; Nombre Pospre ; Fondo ; Nombre Fondo  ; Origen ; COMUNA ; VIGENCIA ; TIPO DE GASTO ; PPTO INICIAL ; REDUCCIONES ; ADICIONES ; CONTRACREDITOS ; CREDITOS ; APLAZAMIENTO ; DESAPLAZAMIENTO ; PPTO. MODIFICADO ; TOTAL ACUMULADO CDP ; TOTAL ACUMULADO RPC ; TOTAL ACUMUL OBLIGAC ; PAGOS ; EJECUCION ; SALDOS CDP ; PPTO. DISPONIBLE ; Clasificación del fondo 1 
4112;Secretaría de Gobierno;63010020001;Entidades u organismos asistidos técnicamente para disminuir los riesgos de corrupción y promover una cultura de probidad;63;Cali con Buen Gobierno;6301;Gobierno abierto y transparente;6301002;Gobierno abierto;2024760010060;BP26005292;Fortalecimiento de mecanismos institucionales para la transparencia y lucha contra la corrupción en el Distrito de Santiago de Cali;BP260052921010103;Evaluar y realizar seguimiento periódico de los lineamientos emitidos;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 170.021.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 170.021.000 ; 103.442.000 ; 103.442.000 ; 48.558.000 ; 41.793.000 ; 103.442.000 ; -   ; 66.579.000 ;Recursos Propios de Libre Destinación
4112;Secretaría de Gobierno;63010020004;Sitio web de transparencia rediseñado de manera accesible, con lenguaje claro y con información disponible en formatos abiertos, y actualización de contenidos en el mismo;63;Cali con Buen Gobierno;6301;Gobierno abierto y transparente;6301002;Gobierno abierto;2024760010060;BP26005292;Fortalecimiento de mecanismos institucionales para la transparencia y lucha contra la corrupción en el Distrito de Santiago de Cali;BP260052921020101;Diseñar insumos pedagógicos y en lenguaje no especializados para promover la transparencia;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 64.969.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 64.969.000 ; 59.895.000 ; 59.895.000 ; 16.335.000 ; 16.335.000 ; 59.895.000 ; -   ; 5.074.000 ;Recursos Propios de Libre Destinación
4112;Secretaría de Gobierno;63010020004;Sitio web de transparencia rediseñado de manera accesible, con lenguaje claro y con información disponible en formatos abiertos, y actualización de contenidos en el mismo;63;Cali con Buen Gobierno;6301;Gobierno abierto y transparente;6301002;Gobierno abierto;2024760010060;BP26005292;Fortalecimiento de mecanismos institucionales para la transparencia y lucha contra la corrupción en el Distrito de Santiago de Cali;BP260052921020102;Realizar la actualización periódica del micrositio de transparencia en la página web de la Alcaldía para garantizar su correcto funcionamiento y accesibilidad según normas de inclusión;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 62.772.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 62.772.000 ; 59.895.000 ; 59.895.000 ; 16.335.000 ; 16.335.000 ; 59.895.000 ; -   ; 2.877.000 ;Recursos Propios de Libre Destinación
4112;Secretaría de Gobierno;63010020004;Sitio web de transparencia rediseñado de manera accesible, con lenguaje claro y con información disponible en formatos abiertos, y actualización de contenidos en el mismo;63;Cali con Buen Gobierno;6301;Gobierno abierto y transparente;6301002;Gobierno abierto;2024760010060;BP26005292;Fortalecimiento de mecanismos institucionales para la transparencia y lucha contra la corrupción en el Distrito de Santiago de Cali;BP260052921020104;Suministrar insumos logísticos para la realización de las mesas de trabajo cocreativo con los observatorios;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 75.550.530 ; -   ; -   ; -   ; -   ; -   ; -   ; 75.550.530 ; 75.550.530 ; 75.550.530 ; -   ; -   ; 75.550.530 ; -   ; -   ;Recursos Propios de Libre Destinación
4112;Secretaría de Gobierno;63010020004;Sitio web de transparencia rediseñado de manera accesible, con lenguaje claro y con información disponible en formatos abiertos, y actualización de contenidos en el mismo;63;Cali con Buen Gobierno;6301;Gobierno abierto y transparente;6301002;Gobierno abierto;2024760010060;BP26005292;Fortalecimiento de mecanismos institucionales para la transparencia y lucha contra la corrupción en el Distrito de Santiago de Cali;BP260052921020105;Mejorar la calidad, pertinencia y disponibilidad de los datos abiertos de Cali para generar oportunidades de dialogo e intercambio de saberes con la ciudadanía en general;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 64.969.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 64.969.000 ; 59.895.000 ; 59.895.000 ; 16.335.000 ; 16.335.000 ; 59.895.000 ; -   ; 5.074.000 ;Recursos Propios de Libre Destinación
4112;Secretaría de Gobierno;63010020004;Sitio web de transparencia rediseñado de manera accesible, con lenguaje claro y con información disponible en formatos abiertos, y actualización de contenidos en el mismo;63;Cali con Buen Gobierno;6301;Gobierno abierto y transparente;6301002;Gobierno abierto;2024760010060;BP26005292;Fortalecimiento de mecanismos institucionales para la transparencia y lucha contra la corrupción en el Distrito de Santiago de Cali;BP260052921020106;Realizar acciones encaminadas a fortalecer los observatorios ciudadanos de transparencia para el ejercicio del control social;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 85.338.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 85.338.000 ; 80.379.000 ; 80.379.000 ; 16.335.000 ; 16.335.000 ; 80.379.000 ; -   ; 4.959.000 ;Recursos Propios de Libre Destinación
4112;Secretaría de Gobierno;63010020003;Personas capacitadas en buen gobierno para una gobernanza transparente y eficaz;63;Cali con Buen Gobierno;6301;Gobierno abierto y transparente;6301002;Gobierno abierto;2024760010059;BP26005385;"Implementación de la estrategia de gobernanza denominada: ""Cali gobierna unida”, en Santiago de Cali";BP260053851010101;"Diseñar e implementar la estrategia de gobernanza y gobernabilidad ""Cali gobierna unida”";2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 258.075.180 ; -   ; -   ;-258.075.180 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Recursos Propios de Libre Destinación
4112;Secretaría de Gobierno;63010020003;Personas capacitadas en buen gobierno para una gobernanza transparente y eficaz;63;Cali con Buen Gobierno;6301;Gobierno abierto y transparente;6301002;Gobierno abierto;2024760010059;BP26005385;"Implementación de la estrategia de gobernanza denominada: ""Cali gobierna unida”, en Santiago de Cali";BP260053851010102;Realizar el proceso de articulación y enlace territorial multiactores;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 37.342.800 ; -   ; -   ; -   ; 82.447.200 ; -   ; -   ; 119.790.000 ; 29.947.500 ; 29.947.500 ; 8.167.500 ; 8.167.500 ; 29.947.500 ; -   ; 89.842.500 ;Recursos Propios de Libre Destinación
4112;Secretaría de Gobierno;63010020003;Personas capacitadas en buen gobierno para una gobernanza transparente y eficaz;63;Cali con Buen Gobierno;6301;Gobierno abierto y transparente;6301002;Gobierno abierto;2024760010059;BP26005385;"Implementación de la estrategia de gobernanza denominada: ""Cali gobierna unida”, en Santiago de Cali";BP260053851010103;Realizar talleres de formación en gobernanza y gerencia social para actores movilizadores del territorio y funcionarios/servidores que tengan línea de trabajo con estos actores;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 160.608.195 ; -   ; -   ; -   ; 19.076.805 ; -   ; -   ; 179.685.000 ; 39.498.000 ; 39.498.000 ; 8.859.000 ; 5.445.000 ; 39.498.000 ; -   ; 140.187.000 ;Recursos Propios de Libre Destinación
4112;Secretaría de Gobierno;63010020003;Personas capacitadas en buen gobierno para una gobernanza transparente y eficaz;63;Cali con Buen Gobierno;6301;Gobierno abierto y transparente;6301002;Gobierno abierto;2024760010059;BP26005385;"Implementación de la estrategia de gobernanza denominada: ""Cali gobierna unida”, en Santiago de Cali";BP260053851010104;Realizar apoyo administrativo y operativo en la implementación de la estrategia de gobernanza y gobernabilidad para el fortalecimiento del buen gobierno en el marco del proyecto;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 74.685.600 ; -   ; -   ; -   ; 61.544.400 ; -   ; -   ; 136.230.000 ; 105.870.000 ; 105.870.000 ; 26.435.000 ; 22.640.000 ; 105.870.000 ; -   ; 30.360.000 ;Recursos Propios de Libre Destinación
4112;Secretaría de Gobierno;63010020003;Personas capacitadas en buen gobierno para una gobernanza transparente y eficaz;63;Cali con Buen Gobierno;6301;Gobierno abierto y transparente;6301002;Gobierno abierto;2024760010059;BP26005385;"Implementación de la estrategia de gobernanza denominada: ""Cali gobierna unida”, en Santiago de Cali";BP260053851010105;Brindar apoyo logístico en el marco de la implementación de los talleres de formación y capacitación;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; -   ; -   ; -   ; -   ; 160.698.225 ; -   ; -   ; 160.698.225 ; -   ; -   ; -   ; -   ; -   ; -   ; 160.698.225 ;Recursos Propios de Libre Destinación
4112;Secretaría de Gobierno;63010020003;Personas capacitadas en buen gobierno para una gobernanza transparente y eficaz;63;Cali con Buen Gobierno;6301;Gobierno abierto y transparente;6301002;Gobierno abierto;2024760010059;BP26005385;"Implementación de la estrategia de gobernanza denominada: ""Cali gobierna unida”, en Santiago de Cali";BP260053851010106;Realizar monitoreo y seguimiento a la ejecución de las actividades del proyecto;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 65.691.450 ; -   ; -   ;-65.691.450 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Recursos Propios de Libre Destinación
4121;Departamento Administrativo de Gestión Jurídica Pública;63020010002;Documentos de lineamientos institucionales que describen, explican y contienen las condiciones necesarias para un adecuado ciclo de defensa jurídica, mejora normativa y prevención del daño antijurídico;63;Cali con Buen Gobierno;6302;Gestión pública para los ciudadanos;6302001;Fortalecimiento institucional;2024760010018;BP26005460;Fortalecimiento del ciclo de defensa jurídica y de la política de mejora normativa del Distrito Especial de Santiago de Cali;BP260054601010101;Realizar el proceso de actualización  de la información litigiosa de los sistemas de información;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 149.798.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 149.798.000 ; 81.936.000 ; 76.815.000 ; 35.847.000 ; 32.433.000 ; 76.815.000 ; 5.121.000 ; 67.862.000 ;Recursos Propios de Libre Destinación
4121;Departamento Administrativo de Gestión Jurídica Pública;63020010002;Documentos de lineamientos institucionales que describen, explican y contienen las condiciones necesarias para un adecuado ciclo de defensa jurídica, mejora normativa y prevención del daño antijurídico;63;Cali con Buen Gobierno;6302;Gestión pública para los ciudadanos;6302001;Fortalecimiento institucional;2024760010018;BP26005460;Fortalecimiento del ciclo de defensa jurídica y de la política de mejora normativa del Distrito Especial de Santiago de Cali;BP260054601010102;Realizar la identificación y análisis de las causas generadores del daño antijurídico, e implementar las políticas de prevención;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 10.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 10.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 10.000.000 ;Recursos Propios de Libre Destinación
4121;Departamento Administrativo de Gestión Jurídica Pública;63020010002;Documentos de lineamientos institucionales que describen, explican y contienen las condiciones necesarias para un adecuado ciclo de defensa jurídica, mejora normativa y prevención del daño antijurídico;63;Cali con Buen Gobierno;6302;Gestión pública para los ciudadanos;6302001;Fortalecimiento institucional;2024760010018;BP26005460;Fortalecimiento del ciclo de defensa jurídica y de la política de mejora normativa del Distrito Especial de Santiago de Cali;BP260054601010103;Apoyar la etapa prejudicial y judicial de los procesos activos de la Administración Distrital;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 596.241.581 ; -   ; -   ; -   ; -   ; -   ; -   ; 596.241.581 ; 592.737.000 ; 452.689.500 ; 207.187.500 ; 187.517.500 ; 452.689.500 ; 140.047.500 ; 3.504.581 ;Recursos Propios de Libre Destinación
4121;Departamento Administrativo de Gestión Jurídica Pública;63020010002;Documentos de lineamientos institucionales que describen, explican y contienen las condiciones necesarias para un adecuado ciclo de defensa jurídica, mejora normativa y prevención del daño antijurídico;63;Cali con Buen Gobierno;6302;Gestión pública para los ciudadanos;6302001;Fortalecimiento institucional;2024760010018;BP26005460;Fortalecimiento del ciclo de defensa jurídica y de la política de mejora normativa del Distrito Especial de Santiago de Cali;BP260054601010104;Realizar seguimiento y control de la actividad litigiosa;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 57.340.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 57.340.000 ; 56.670.000 ; 29.947.500 ; 13.612.500 ; 13.612.500 ; 29.947.500 ; 26.722.500 ; 670.000 ;Recursos Propios de Libre Destinación
4121;Departamento Administrativo de Gestión Jurídica Pública;63020010002;Documentos de lineamientos institucionales que describen, explican y contienen las condiciones necesarias para un adecuado ciclo de defensa jurídica, mejora normativa y prevención del daño antijurídico;63;Cali con Buen Gobierno;6302;Gestión pública para los ciudadanos;6302001;Fortalecimiento institucional;2024760010018;BP26005460;Fortalecimiento del ciclo de defensa jurídica y de la política de mejora normativa del Distrito Especial de Santiago de Cali;BP260054601010105;Apoyar la etapa de cumplimiento y pago de sentencias y acuerdos conciliatorios del Distrito de Santiago de Cali;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 33.736.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 33.736.000 ; 32.670.000 ; 32.670.000 ; 16.335.000 ; 16.335.000 ; 32.670.000 ; -   ; 1.066.000 ;Recursos Propios de Libre Destinación
4121;Departamento Administrativo de Gestión Jurídica Pública;63020010002;Documentos de lineamientos institucionales que describen, explican y contienen las condiciones necesarias para un adecuado ciclo de defensa jurídica, mejora normativa y prevención del daño antijurídico;63;Cali con Buen Gobierno;6302;Gestión pública para los ciudadanos;6302001;Fortalecimiento institucional;2024760010018;BP26005460;Fortalecimiento del ciclo de defensa jurídica y de la política de mejora normativa del Distrito Especial de Santiago de Cali;BP260054601010106;Apoyar la gestión jurídica normativa, en acciones que encaminen a brindar seguridad jurídica;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 307.884.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 307.884.000 ; 279.400.000 ; 241.775.000 ; 117.125.000 ; 102.835.000 ; 241.775.000 ; 37.625.000 ; 28.484.000 ;Recursos Propios de Libre Destinación
4121;Departamento Administrativo de Gestión Jurídica Pública;63020010003;Estructuración e implementación de Legaltech Para el Fortalecimiento de la Gestión Jurídica Administrativa.;63;Cali con Buen Gobierno;6302;Gestión pública para los ciudadanos;6302001;Fortalecimiento institucional;2024760010018;BP26005460;Fortalecimiento del ciclo de defensa jurídica y de la política de mejora normativa del Distrito Especial de Santiago de Cali;BP260054601020103;Realizar diagnostico integral para proponer soluciones tecnológicas especificas;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 23.334.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 23.334.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 23.334.000 ;Recursos Propios de Libre Destinación
